id,categories,title,titleCN,image_filename,example_code_path,series_types_detected,data_source_type,dimensions_count_detected,dataset_source_rows_detected,dataset_or_row_field_count_detected,max_inline_array_width_detected,max_object_fields_detected,data_requirement_summary,analysis_confidence,primary_chart_type,standard_kind,standard_imd_priority,standard_min_fields,standard_data_shape,standard_required_roles_json,standard_optional_roles_json,standard_auto_binding_strategy,imd_template_fit
dataset-simple1,dataset;bar,Dataset in Object Array,对象数组的输入格式,dataset-simple1.png,public/examples/ts/dataset-simple1.ts,bar,dataset+dataset.source,4,4,4,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
dynamic-data2,line,Dynamic Data + Time Axis,动态数据 + 时间坐标轴,dynamic-data2.png,public/examples/ts/dynamic-data2.ts,line,series.data,,,3,3,2,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
gauge-ring,gauge,Ring Gauge,得分环,gauge-ring.png,public/examples/ts/gauge-ring.ts,gauge,series.data,,,,,,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,gauge,series,core,1,single_kpi,"[{""id"": ""value"", ""label"": ""指标值"", ""required"": true, ""types"": [""number""], ""description"": ""单个 KPI 数值""}]","[{""id"": ""name"", ""label"": ""指标名称"", ""required"": false, ""types"": [""text""], ""description"": ""显示名称""}, {""id"": ""min"", ""label"": ""最小值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表下限""}, {""id"": ""max"", ""label"": ""最大值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表上限""}]",选择一个数值字段，默认求和/均值/最后一条。,auto_recommendable
geo-choropleth-scatter,map;scatter,Geo Choropleth and Scatter,地理坐标系上的等值区划图和散点图,geo-choropleth-scatter.png,public/examples/ts/geo-choropleth-scatter.ts,map;scatter,series.data+external file/api+map/geoJSON,,,3,3,2,"地图区域名 + 数值: name, value；另需 map/geoJSON；点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,map,series,advanced,2,geo_region_value,"[{""id"": ""region"", ""label"": ""地区名称/编码"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""地区名、国家、省、市或编码""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""地区数值""}]","[{""id"": ""longitude"", ""label"": ""经度"", ""required"": false, ""types"": [""number""], ""description"": ""点地图经度""}, {""id"": ""latitude"", ""label"": ""纬度"", ""required"": false, ""types"": [""number""], ""description"": ""点地图纬度""}]",需要地图资产/GeoJSON；普通表优先 region + value。,advanced_requires_validation
graph-circular-layout,graph,Les Miserables,悲惨世界人物关系图(环形布局),graph-circular-layout.png,public/examples/ts/graph-circular-layout.ts,graph,series.data+external file/api+nodes+links,,,nodes/links（节点和边对象字段不固定）,,,nodes + links/categories；节点常含 name/value/symbolSize,medium（基于官方示例源码静态解析 + 分类规则）,graph,series,advanced,2,nodes_links,"[{""id"": ""source"", ""label"": ""来源节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的来源""}, {""id"": ""target"", ""label"": ""目标节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的目标""}]","[{""id"": ""value"", ""label"": ""权重"", ""required"": false, ""types"": [""number""], ""description"": ""边权重""}, {""id"": ""category"", ""label"": ""节点分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""节点分组""}]",source/target 生成 links，并从两列去重生成 nodes。,advanced_requires_validation
graphic-stroke-animation,graphic,Stroke Animation,关键帧描边动画,graphic-stroke-animation.png,public/examples/ts/graphic-stroke-animation.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,graphic,component,internal,0,annotation_component,[],[],作为装饰或注释，不作为独立模板类型。,component_or_internal
line-function,line,Function Plot,函数绘图,line-function.png,public/examples/ts/line-function.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
line-race,line,Line Race,动态排序折线图,line-race.png,public/examples/ts/line-race.ts,line,dataset+dataset.source+external file/api,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
map-iceland-pie,map;pie,Pie Charts on GEO Map,在地图上显示饼图,map-iceland-pie.png,public/examples/ts/map-iceland-pie.ts,pie,external file/api+map/geoJSON,,,2,,2,"分类名 + 数值: name, value（2 字段）；地图区域名 + 数值: name, value；另需 map/geoJSON",medium（基于官方示例源码静态解析 + 分类规则）,map,series,advanced,2,geo_region_value,"[{""id"": ""region"", ""label"": ""地区名称/编码"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""地区名、国家、省、市或编码""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""地区数值""}]","[{""id"": ""longitude"", ""label"": ""经度"", ""required"": false, ""types"": [""number""], ""description"": ""点地图经度""}, {""id"": ""latitude"", ""label"": ""纬度"", ""required"": false, ""types"": [""number""], ""description"": ""点地图纬度""}]",需要地图资产/GeoJSON；普通表优先 region + value。,advanced_requires_validation
matrix-sparkline,matrix;line,Mini Line Charts (Sparkline) in Matrix,矩阵中的微型折线图,matrix-sparkline.png,public/examples/ts/matrix-sparkline.ts,,unknown/static option,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
pie-nest,pie;rich,Nested Pies,嵌套环形图,pie-nest.png,public/examples/ts/pie-nest.ts,pie,series.data,,,3,,3,"分类名 + 数值: name, value（2 字段）",medium（基于官方示例源码静态解析 + 分类规则）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
scatter-large,scatter,Large Scatter,大规模散点图,scatter-large.png,public/examples/ts/scatter-large.ts,scatter,series.data,2,,2,,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
scatter-nebula,scatter,Scatter Nebula,大规模星云散点图,scatter-nebula.png,public/examples/ts/scatter-nebula.ts,scatter,series.data+external file/api,2,,2,,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
scatter-stream-visual,scatter,Visual interaction with stream,流式渲染和视觉映射操作,scatter-stream-visual.png,public/examples/ts/scatter-stream-visual.ts,scatter,series.data+external file/api,,,2+（坐标/值，可附加维度）,,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
sunburst-drink,sunburst,Drink Flavors,饮品风味分类,sunburst-drink.png,public/examples/ts/sunburst-drink.ts,sunburst,series.data,,,"层级对象（name,value,children）",,,层级树: name/value/children,medium（基于官方示例源码静态解析 + 分类规则）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
wind-barb,custom;dataZoom,Wind Barb,风向图,wind-barb.png,public/examples/ts/wind-barb.ts,custom;line,series.data+external file/api,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset；自定义 series；字段由 renderItem/encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,custom,series,experimental,varies,custom_render_item,"[{""id"": ""dimensions"", ""label"": ""自定义维度"", ""required"": true, ""types"": [""mixed[]""], ""description"": ""由 renderItem/encode 决定""}]",[],不做自动推荐，除非模板单独声明 role schema。,experimental_manual_schema
bar-multi-drilldown,bar,Bar Chart Multi-level Drilldown Animation,柱状图多层下钻动画,bar-multi-drilldown.png,public/examples/ts/bar-multi-drilldown.ts,bar,unknown/static option,4,,4,4,3,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bar-race-country,bar,Bar Race,动态排序柱状图 - 人均收入,bar-race-country.png,public/examples/ts/bar-race-country.ts,bar,dataset+dataset.source+external file/api,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bar-rich-text,bar;rich,Weather Statistics,天气统计（富文本）,bar-rich-text.png,public/examples/ts/bar-rich-text.ts,bar,series.data+external file/api,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bubble-gradient,scatter,Bubble Chart,气泡图,bubble-gradient.png,public/examples/ts/bubble-gradient.ts,scatter,series.data,,,5,5,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
calendar-pie,calendar;pie,Calendar Pie,日历饼图,calendar-pie.png,public/examples/ts/calendar-pie.ts,pie;scatter,series.data,,,2,,2,"分类名 + 数值: name, value（2 字段）；点坐标: x, y（可附加 value/size 等）；日期 + 数值: date, value",medium（基于官方示例源码静态解析 + 分类规则）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
custom-hexbin,custom;map,Hexagonal Binning,六边形分箱图（自定义系列）,custom-hexbin.png,public/examples/ts/custom-hexbin.ts,,unknown/static option,,,"2+（name,value；另需地图数据）",,,"地图区域名 + 数值: name, value；另需 map/geoJSON；自定义 series；字段由 renderItem/encode 决定",low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,custom,series,experimental,varies,custom_render_item,"[{""id"": ""dimensions"", ""label"": ""自定义维度"", ""required"": true, ""types"": [""mixed[]""], ""description"": ""由 renderItem/encode 决定""}]",[],不做自动推荐，除非模板单独声明 role schema。,experimental_manual_schema
dynamic-data,bar,Dynamic Data,动态数据,dynamic-data.png,public/examples/ts/dynamic-data.ts,bar;line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
gauge-barometer,gauge,Gauge Barometer chart,气压表,gauge-barometer.png,public/examples/ts/gauge-barometer.ts,gauge,series.data,,,2,2,2,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,gauge,series,core,1,single_kpi,"[{""id"": ""value"", ""label"": ""指标值"", ""required"": true, ""types"": [""number""], ""description"": ""单个 KPI 数值""}]","[{""id"": ""name"", ""label"": ""指标名称"", ""required"": false, ""types"": [""text""], ""description"": ""显示名称""}, {""id"": ""min"", ""label"": ""最小值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表下限""}, {""id"": ""max"", ""label"": ""最大值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表上限""}]",选择一个数值字段，默认求和/均值/最后一条。,auto_recommendable
graph-force-dynamic,graph,Graph Dynamic,动态增加图节点,graph-force-dynamic.png,public/examples/ts/graph-force-dynamic.ts,graph,dataset.source+series.data,,,nodes/links（节点和边对象字段不固定）,,,nodes + links/categories；节点常含 name/value/symbolSize,medium（基于官方示例源码静态解析 + 分类规则）,graph,series,advanced,2,nodes_links,"[{""id"": ""source"", ""label"": ""来源节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的来源""}, {""id"": ""target"", ""label"": ""目标节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的目标""}]","[{""id"": ""value"", ""label"": ""权重"", ""required"": false, ""types"": [""number""], ""description"": ""边权重""}, {""id"": ""category"", ""label"": ""节点分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""节点分组""}]",source/target 生成 links，并从两列去重生成 nodes。,advanced_requires_validation
graphic-loading,graphic,Customized Loading Animation,加载动画,graphic-loading.png,public/examples/ts/graphic-loading.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,graphic,component,internal,0,annotation_component,[],[],作为装饰或注释，不作为独立模板类型。,component_or_internal
line-markline,line,Line with Marklines,折线图的标记线,line-markline.png,public/examples/ts/line-markline.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
line-style,line,Line Style and Item Style,自定义折线图样式,line-style.png,public/examples/ts/line-style.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
matrix-mini-bar-geo,matrix;bar;geo,Mini Bars and Geo in Matrix,矩阵坐标系下的微型条形图和地图,matrix-mini-bar-geo.png,public/examples/ts/matrix-mini-bar-geo.ts,bar,series.data+external file/api+map/geoJSON,,,3,3,3,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
mix-timeline-finance,bar,Finance Indices 2002,2002全国宏观经济指标,mix-timeline-finance.png,public/examples/ts/mix-timeline-finance.ts,,unknown/static option,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
sunburst-book,sunburst,Book Records,书籍分布,sunburst-book.png,public/examples/ts/sunburst-book.ts,,unknown/static option,,,"层级对象（name,value,children）",,,层级树: name/value/children,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
watermark,bar,Watermark - ECharts Download,水印 - ECharts 下载统计,watermark.png,public/examples/ts/watermark.ts,bar;pie,series.data,,,2,,2,"分类名 + 数值: name, value（2 字段）；类目/时间 + 数值，或多维 dataset",medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bar-polar-real-estate,bar,Bar Chart on Polar,极坐标系下的柱状图,bar-polar-real-estate.png,public/examples/ts/bar-polar-real-estate.ts,bar,series.data,,,3,3,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bar-polar-stack,bar,Stacked Bar Chart on Polar,极坐标系下的堆叠柱状图,bar-polar-stack.png,public/examples/ts/bar-polar-stack.ts,bar,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
